s_State,s_Volume,s_state_id,s_lat,s_lon,e_locality,e_locality_id,e_lat,e_lon,e_Volume
South Darfur,2250,SD03,12.43421673,34.35317275,Al lait,SD02169,11.941731,26.77957,1024
West Darfur,20855,SD04,12.43421673,34.35317275,Al lait,SD02169,11.941731,26.77957,35
West Kordofan,665,SD18,12.43421673,34.35317275,Al lait,SD02169,11.941731,26.77957,145
North Darfur,330,SD02,12.43421673,34.35317275,Al Malha,SD02117,17.564078,25.792038,89520
Central Darfur,900,SD06,12.43421673,34.35317275,As Serief,SD02118,13.960687,23.597457,335
Khartoum,40610,SD01,12.43421673,34.35317275,As Serief,SD02118,13.960687,23.597457,30
North Darfur,330,SD02,12.43421673,34.35317275,As Serief,SD02118,13.960687,23.597457,16039
South Darfur,2250,SD03,12.43421673,34.35317275,As Serief,SD02118,13.960687,23.597457,948
West Darfur,20855,SD04,12.43421673,34.35317275,As Serief,SD02118,13.960687,23.597457,600
North Darfur,330,SD02,12.43421673,34.35317275,At Tawisha,SD02119,12.503779,26.59213,2766
South Darfur,2250,SD03,12.43421673,34.35317275,At Tawisha,SD02119,12.503779,26.59213,7
North Darfur,330,SD02,12.43421673,34.35317275,At Tina,SD02171,15.167895,23.127019,6145
East Darfur,1250,SD05,12.43421673,34.35317275,Dar As Salam,SD02113,13.183605,25.319644,3
Khartoum,40610,SD01,12.43421673,34.35317275,Dar As Salam,SD02113,13.183605,25.319644,210
North Darfur,330,SD02,12.43421673,34.35317275,Dar As Salam,SD02113,13.183605,25.319644,208094
South Darfur,2250,SD03,12.43421673,34.35317275,Dar As Salam,SD02113,13.183605,25.319644,24052
Central Darfur,900,SD06,12.43421673,34.35317275,Kebkabiya,SD02124,13.609103,24.221376,2970
Khartoum,40610,SD01,12.43421673,34.35317275,Kebkabiya,SD02124,13.609103,24.221376,1770
North Darfur,330,SD02,12.43421673,34.35317275,Kebkabiya,SD02124,13.609103,24.221376,87956
South Darfur,2250,SD03,12.43421673,34.35317275,Kebkabiya,SD02124,13.609103,24.221376,2165
West Darfur,20855,SD04,12.43421673,34.35317275,Kebkabiya,SD02124,13.609103,24.221376,5300
East Darfur,1250,SD05,12.43421673,34.35317275,Kelemando,SD02126,13.131685,25.969161,107
Khartoum,40610,SD01,12.43421673,34.35317275,Kelemando,SD02126,13.131685,25.969161,1225
North Darfur,330,SD02,12.43421673,34.35317275,Kelemando,SD02126,13.131685,25.969161,17135
South Darfur,2250,SD03,12.43421673,34.35317275,Kelemando,SD02126,13.131685,25.969161,1435
Khartoum,40610,SD01,12.43421673,34.35317275,Kernoi,SD02168,15.001922,23.532342,15
North Darfur,330,SD02,12.43421673,34.35317275,Kernoi,SD02168,15.001922,23.532342,2305
South Darfur,2250,SD03,12.43421673,34.35317275,Kernoi,SD02168,15.001922,23.532342,200
West Darfur,20855,SD04,12.43421673,34.35317275,Kernoi,SD02168,15.001922,23.532342,170
Central Darfur,900,SD06,12.43421673,34.35317275,Kutum,SD02128,14.514787,24.700321,20
Khartoum,40610,SD01,12.43421673,34.35317275,Kutum,SD02128,14.514787,24.700321,365
North Darfur,330,SD02,12.43421673,34.35317275,Kutum,SD02128,14.514787,24.700321,199449
South Darfur,2250,SD03,12.43421673,34.35317275,Kutum,SD02128,14.514787,24.700321,150
West Darfur,20855,SD04,12.43421673,34.35317275,Kutum,SD02128,14.514787,24.700321,10
North Darfur,330,SD02,12.43421673,34.35317275,Melit,SD02129,14.272746,26.134034,57139
South Darfur,2250,SD03,12.43421673,34.35317275,Melit,SD02129,14.272746,26.134034,165
Central Darfur,900,SD06,12.43421673,34.35317275,Saraf Omra,SD02133,13.587977,23.435877,19087
Khartoum,40610,SD01,12.43421673,34.35317275,Saraf Omra,SD02133,13.587977,23.435877,850
North Darfur,330,SD02,12.43421673,34.35317275,Saraf Omra,SD02133,13.587977,23.435877,36419
South Darfur,2250,SD03,12.43421673,34.35317275,Saraf Omra,SD02133,13.587977,23.435877,4285
West Darfur,20855,SD04,12.43421673,34.35317275,Saraf Omra,SD02133,13.587977,23.435877,18341
Central Darfur,900,SD06,12.43421673,34.35317275,Tawila,SD02170,13.351266,24.856704,4638
North Darfur,330,SD02,12.43421673,34.35317275,Tawila,SD02170,13.351266,24.856704,524512
South Darfur,2250,SD03,12.43421673,34.35317275,Tawila,SD02170,13.351266,24.856704,12236
Central Darfur,900,SD06,12.43421673,34.35317275,Um Baru,SD02120,15.346977,24.163569,45
Khartoum,40610,SD01,12.43421673,34.35317275,Um Baru,SD02120,15.346977,24.163569,65
North Darfur,330,SD02,12.43421673,34.35317275,Um Baru,SD02120,15.346977,24.163569,15262
South Darfur,2250,SD03,12.43421673,34.35317275,Um Baru,SD02120,15.346977,24.163569,130
West Darfur,20855,SD04,12.43421673,34.35317275,Um Baru,SD02120,15.346977,24.163569,55
North Darfur,330,SD02,12.43421673,34.35317275,Um Kadadah,SD02136,13.487833,26.880716,43485
Aj Jazirah,65,SD15,12.43421673,34.35317275,Ar Rahad,SD13030,13.233515,34.808656,25
Blue Nile,,SD08,12.43421673,34.35317275,Ar Rahad,SD13030,13.233515,34.808656,519
Khartoum,40610,SD01,12.43421673,34.35317275,Ar Rahad,SD13030,13.233515,34.808656,23263
North Kordofan,3910,SD13,12.43421673,34.35317275,Ar Rahad,SD13030,13.233515,34.808656,12586
South Kordofan,645,SD07,12.43421673,34.35317275,Ar Rahad,SD13030,13.233515,34.808656,5851
West Kordofan,665,SD18,12.43421673,34.35317275,Ar Rahad,SD13030,13.233515,34.808656,94
Aj Jazirah,65,SD15,12.43421673,34.35317275,Bara,SD13026,14.050263,30.906266,1193
Khartoum,40610,SD01,12.43421673,34.35317275,Bara,SD13026,14.050263,30.906266,34211
North Kordofan,3910,SD13,12.43421673,34.35317275,Bara,SD13026,14.050263,30.906266,1155
Sennar,30,SD14,12.43421673,34.35317275,Bara,SD13026,14.050263,30.906266,155
White Nile,1232,SD09,12.43421673,34.35317275,Bara,SD13026,14.050263,30.906266,20
Khartoum,40610,SD01,12.43421673,34.35317275,Gebrat Al Sheikh,SD13027,15.403081,30.910448,8205
West Kordofan,665,SD18,12.43421673,34.35317275,Gebrat Al Sheikh,SD13027,15.403081,30.910448,198
Khartoum,40610,SD01,12.43421673,34.35317275,Gharb Bara,SD13029,13.924252,29.676256,5741
North Kordofan,3910,SD13,12.43421673,34.35317275,Gharb Bara,SD13029,13.924252,29.676256,3304
Red Sea,,SD10,12.43421673,34.35317275,Gharb Bara,SD13029,13.924252,29.676256,10
River Nile,,SD16,12.43421673,34.35317275,Gharb Bara,SD13029,13.924252,29.676256,5
South Darfur,2250,SD03,12.43421673,34.35317275,Gharb Bara,SD13029,13.924252,29.676256,5
South Kordofan,645,SD07,12.43421673,34.35317275,Gharb Bara,SD13029,13.924252,29.676256,50
West Kordofan,665,SD18,12.43421673,34.35317275,Gharb Bara,SD13029,13.924252,29.676256,80
